   99.00000       1.000569      0.0000000E+00
   49.00000       1.001608      0.0000000E+00
   32.33333       1.002950      0.0000000E+00
   24.00000       1.004535      0.0000000E+00
   19.00000       1.006328      0.0000000E+00
   15.66667       1.008303      0.0000000E+00
   13.28571       1.010443      0.0000000E+00
   11.50000       1.012733      0.0000000E+00
   10.11111       1.015161      0.0000000E+00
   9.000000       1.017716      0.0000000E+00
   8.090909       1.020391      0.0000000E+00
   7.333333       1.023177      0.0000000E+00
   6.692307       1.026067      0.0000000E+00
   6.142857       1.029057      0.0000000E+00
   5.666667       1.032139      0.0000000E+00
   5.250000       1.035310      0.0000000E+00
   4.882353       1.038563      0.0000000E+00
   4.555555       1.041897      0.0000000E+00
   4.263158       1.045305      0.0000000E+00
   4.000000       1.048786      0.0000000E+00
   3.761905       1.052334      0.0000000E+00
   3.545455       1.055948      0.0000000E+00
   3.347826       1.059625      0.0000000E+00
   3.166667       1.063361      0.0000000E+00
   3.000000       1.067153      0.0000000E+00
   2.846154       1.071001      0.0000000E+00
   2.703704       1.074900      0.0000000E+00
   2.571429       1.078850      0.0000000E+00
   2.448276       1.082847      0.0000000E+00
   2.333333       1.086891      0.0000000E+00
   2.225806       1.090979      0.0000000E+00
   2.125000       1.095109      0.0000000E+00
   2.030303       1.099280      0.0000000E+00
   1.941176       1.103490      0.0000000E+00
   1.857143       1.107738      0.0000000E+00
   1.777778       1.112022      0.0000000E+00
   1.702703       1.116341      0.0000000E+00
   1.631579       1.120694      0.0000000E+00
   1.564103       1.125079      0.0000000E+00
   1.500000       1.129495      0.0000000E+00
   1.439024       1.133942      0.0000000E+00
   1.380952       1.138417      0.0000000E+00
   1.325581       1.142921      0.0000000E+00
   1.272727       1.147452      0.0000000E+00
   1.222222       1.152008      0.0000000E+00
   1.173913       1.156590      0.0000000E+00
   1.127660       1.161196      0.0000000E+00
   1.083333       1.165825      0.0000000E+00
   1.040816       1.170478      0.0000000E+00
   1.000000       1.175152      0.0000000E+00
  0.9607843       1.179847      0.0000000E+00
  0.9230769       1.184564      0.0000000E+00
  0.8867924       1.189299      0.0000000E+00
  0.8518518       1.194055      0.0000000E+00
  0.8181819       1.198828      0.0000000E+00
  0.7857143       1.203620      0.0000000E+00
  0.7543859       1.208430      0.0000000E+00
  0.7241379       1.213256      0.0000000E+00
  0.6949153       1.218098      0.0000000E+00
  0.6666666       1.222957      0.0000000E+00
  0.6393442       1.227831      0.0000000E+00
  0.6129032       1.232719      0.0000000E+00
  0.5873016       1.237622      0.0000000E+00
  0.5625000       1.242540      0.0000000E+00
  0.5384616       1.247471      0.0000000E+00
  0.5151515       1.252415      0.0000000E+00
  0.4925373       1.257372      0.0000000E+00
  0.4705882       1.262341      0.0000000E+00
  0.4492754       1.267322      0.0000000E+00
  0.4285715       1.272316      0.0000000E+00
  0.4084507       1.277320      0.0000000E+00
  0.3888888       1.282336      0.0000000E+00
  0.3698630       1.287362      0.0000000E+00
  0.3513514       1.292399      0.0000000E+00
  0.3333334       1.297446      0.0000000E+00
  0.3157895       1.302503      0.0000000E+00
  0.2987013       1.307569      0.0000000E+00
  0.2820513       1.312645      0.0000000E+00
  0.2658228       1.317730      0.0000000E+00
  0.2500000       1.322823      0.0000000E+00
  0.2345679       1.327925      0.0000000E+00
  0.2195122       1.333035      0.0000000E+00
  0.2048193       1.338154      0.0000000E+00
  0.1904762       1.343281      0.0000000E+00
  0.1764706       1.348415      0.0000000E+00
  0.1627907       1.353557      0.0000000E+00
  0.1494253       1.358706      0.0000000E+00
  0.1363636       1.363862      0.0000000E+00
  0.1235955       1.369025      0.0000000E+00
  0.1111112       1.374195      0.0000000E+00
  9.8901153E-02   1.379371      0.0000000E+00
  8.6956501E-02   1.384554      0.0000000E+00
  7.5268865E-02   1.389743      0.0000000E+00
  6.3829780E-02   1.394938      0.0000000E+00
  5.2631617E-02   1.400139      0.0000000E+00
  4.1666627E-02   1.405346      0.0000000E+00
  3.0927777E-02   1.410558      0.0000000E+00
  2.0408154E-02   1.415776      0.0000000E+00
  1.0100961E-02   1.420999      0.0000000E+00
  0.0000000E+00   1.426228      0.0000000E+00
