    0.10000E-03    0.68736E-01
    0.10202E-03    0.70143E-01
    0.10408E-03    0.71578E-01
    0.10618E-03    0.73042E-01
    0.10833E-03    0.74534E-01
    0.11052E-03    0.76057E-01
    0.11275E-03    0.77610E-01
    0.11503E-03    0.79194E-01
    0.11735E-03    0.80809E-01
    0.11972E-03    0.82457E-01
    0.12214E-03    0.84138E-01
    0.12461E-03    0.85853E-01
    0.12712E-03    0.87601E-01
    0.12969E-03    0.89385E-01
    0.13231E-03    0.91205E-01
    0.13499E-03    0.93061E-01
    0.13771E-03    0.94954E-01
    0.14049E-03    0.96885E-01
    0.14333E-03    0.98855E-01
    0.14623E-03    0.10086E+00
    0.14918E-03    0.10291E+00
    0.15220E-03    0.10500E+00
    0.15527E-03    0.10714E+00
    0.15841E-03    0.10931E+00
    0.16161E-03    0.11153E+00
    0.16487E-03    0.11380E+00
    0.16820E-03    0.11611E+00
    0.17160E-03    0.11846E+00
    0.17507E-03    0.12086E+00
    0.17860E-03    0.12332E+00
    0.18221E-03    0.12582E+00
    0.18589E-03    0.12837E+00
    0.18965E-03    0.13097E+00
    0.19348E-03    0.13362E+00
    0.19739E-03    0.13633E+00
    0.20138E-03    0.13909E+00
    0.20544E-03    0.14191E+00
    0.20959E-03    0.14478E+00
    0.21383E-03    0.14772E+00
    0.21815E-03    0.15071E+00
    0.22255E-03    0.15376E+00
    0.22705E-03    0.15687E+00
    0.23164E-03    0.16005E+00
    0.23632E-03    0.16329E+00
    0.24109E-03    0.16659E+00
    0.24596E-03    0.16996E+00
    0.25093E-03    0.17340E+00
    0.25600E-03    0.17691E+00
    0.26117E-03    0.18048E+00
    0.26645E-03    0.18413E+00
    0.27183E-03    0.18786E+00
    0.27732E-03    0.19166E+00
    0.28292E-03    0.19553E+00
    0.28864E-03    0.19948E+00
    0.29447E-03    0.20351E+00
    0.30042E-03    0.20763E+00
    0.30649E-03    0.21182E+00
    0.31268E-03    0.21610E+00
    0.31899E-03    0.22047E+00
    0.32544E-03    0.22492E+00
    0.33201E-03    0.22947E+00
    0.33872E-03    0.23410E+00
    0.34556E-03    0.23883E+00
    0.35254E-03    0.24365E+00
    0.35966E-03    0.24857E+00
    0.36693E-03    0.25359E+00
    0.37434E-03    0.25871E+00
    0.38190E-03    0.26393E+00
    0.38962E-03    0.26926E+00
    0.39749E-03    0.27470E+00
    0.40552E-03    0.28024E+00
    0.41371E-03    0.28589E+00
    0.42207E-03    0.29166E+00
    0.43060E-03    0.29754E+00
    0.43929E-03    0.30355E+00
    0.44817E-03    0.30967E+00
    0.45722E-03    0.31591E+00
    0.46646E-03    0.32228E+00
    0.47588E-03    0.32878E+00
    0.48550E-03    0.33540E+00
    0.49530E-03    0.34216E+00
    0.50531E-03    0.34906E+00
    0.51552E-03    0.35609E+00
    0.52593E-03    0.36327E+00
    0.53656E-03    0.37058E+00
    0.54739E-03    0.37805E+00
    0.55845E-03    0.38566E+00
    0.56973E-03    0.39342E+00
    0.58124E-03    0.40134E+00
    0.59299E-03    0.40942E+00
    0.60496E-03    0.41766E+00
    0.61719E-03    0.42606E+00
    0.62965E-03    0.43463E+00
    0.64237E-03    0.44337E+00
    0.65535E-03    0.45228E+00
    0.66859E-03    0.46138E+00
    0.68210E-03    0.47065E+00
    0.69588E-03    0.48010E+00
    0.70993E-03    0.48975E+00
    0.72427E-03    0.49958E+00
    0.73891E-03    0.50961E+00
    0.75383E-03    0.51984E+00
    0.76906E-03    0.53027E+00
    0.78460E-03    0.54091E+00
    0.80045E-03    0.55176E+00
    0.81662E-03    0.56282E+00
    0.83311E-03    0.57410E+00
    0.84994E-03    0.58560E+00
    0.86711E-03    0.59733E+00
    0.88463E-03    0.60928E+00
    0.90250E-03    0.62148E+00
    0.92073E-03    0.63391E+00
    0.93933E-03    0.64658E+00
    0.95831E-03    0.65951E+00
    0.97767E-03    0.67268E+00
    0.99742E-03    0.68611E+00
    0.10176E-02    0.69981E+00
    0.10381E-02    0.71377E+00
    0.10591E-02    0.72800E+00
    0.10805E-02    0.74251E+00
    0.11023E-02    0.75730E+00
    0.11246E-02    0.77237E+00
    0.11473E-02    0.78773E+00
    0.11705E-02    0.80339E+00
    0.11941E-02    0.81935E+00
